ID,HOF_S(kJ/mol),Density(g/cm^3),BDE(kJ/mol),DetoD(m/s),DetoP(GPa),SMILES
ZIKKUZ,-306.6,1.6418,253.3,6429,17.7,[O-][N+](=O)c1ccc(c(c1C(=O)C)[N+](=O)[O-])O
ZILNOX,-142.4,1.7219,118.3,8510,31.9,CC(C([N+](=O)[O-])([N+](=O)[O-])C)([N+](=O)[O-])[N+](=O)[O-]
ZITHUH,-149.3,1.6052,298.1,5883,14.6,COn1c(=O)[nH]c2c1cc(cc2)[N+](=O)[O-]
ZIVBUB,-324.3,1.553,296,5213,11.2,O=C1Oc2ccc(cc2CN1C)[N+](=O)[O-]
ZIVCAI,-357.9,1.3874,297.7,4984,9.5,CN(C(=O)Oc1ccc(cc1)[N+](=O)[O-])C
ZIXTOS,-218.1,1.4017,292,4395,7.4,O=C(c1ccc(cc1)[N+](=O)[O-])/N=C\1/OC[C@@H](N1)c1ccccc1
ZIXZOX,-360.9,1.4679,284.8,5278,11,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
ZIYBAM,-392.8,1.3114,2209493.7,4285,6.7,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccc(cc1)C
ZIZCES,-21.6,1.3989,288.9,4472,7.7,N#Cc1c(=O)[nH]c(c(c1c1cccc(c1)[N+](=O)[O-])C)C
ZIZRAD01,163.1,1.7114,254.3,8211,29.6,[O-][N+](=O)c1nn(c(c1[N+](=O)[O-])[N+](=O)[O-])C
ZOFTAP,-118.7,1.4448,290.8,5041,10,N#C/C(=C\c1ccc(o1)[N+](=O)[O-])/C(=O)NCc1ccco1
ZOHSOE,213.3,1.3577,164.6,5918,13.1,N#CCCN([N+](=O)[O-])CCC#N
ZOKREY,-380.6,1.3974,283,4851,9,COc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZOKWED,-265.9,1.3768,281.4,4646,8.2,Cc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZONJOB,-241.1,1.3065,304.4,4419,7.1,CN(c1ccc(cc1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKAO,-242.3,1.3479,303.2,4505,7.6,CN(c1cccc(c1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKES,-244.5,1.3026,304.9,4406,7.1,COc1ccc(cc1)N(CCOc1ccc(cc1)[N+](=O)[O-])C
ZOWDEU,329.2,1.5419,288.7,6049,15,Cc1ccc(cc1Nc1nnn[nH]1)[N+](=O)[O-]
ZOWDIY,369,1.4943,285.6,5996,14.4,[O-][N+](=O)c1cccc(c1)N(c1nnn[nH]1)C
ZOWDOE,320.5,1.4266,285.8,5681,12.5,Cc1ccc(cc1N(c1nnn[nH]1)C)[N+](=O)[O-]
ZOWSUZ01,-139.5,1.3566,298.5,4523,7.7,O=C1CCCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ZOXYIU,-150.8,1.3598,212.2,5268,10.4,[O-][N+](=O)C[C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1
ZOXYOA,-190.3,1.323,214.7,5076,9.5,C[C@H]([C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1)[N+](=O)[O-]
ZUCMOB,238.4,1.3896,272.1,5310,10.8,Cc1onc(c1/N=N/c1ccccc1[N+](=O)[O-])C
ZUGPOG,131.7,1.4413,266.5,5043,10,N#Cc1c(C)cccc1[N+](=O)[O-]
ZUGPOJ,202.1,1.6598,248.8,6614,18.8,N#Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZUGPUM,-6,1.8078,149.5,8335,31.5,[O-][N+](=O)[C@]12CN(C[C@@]2(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
ZUHMUK,8.8,1.4631,299.9,5959,14.1,[O-][N+](=O)c1cc(ccc1N(C)C)[N+](=O)[O-]
ZUHQOI,-98.6,1.5929,140,6739,19,O=C1N([N+](=O)[O-])[C@]2([C@](N1[N+](=O)[O-])(C)CC2)C
ZUHQUO,-32,1.5749,122.9,6960,20.1,O=C1N([N+](=O)[O-])[C@]2([C@@](N1[N+](=O)[O-])(C2)C)C
ZUHRID,-216.7,1.4033,311.4,4795,8.8,OC1CCN(CC1)c1ccc(cc1)[N+](=O)[O-]
ZUHXEF,115,1.4455,239,5528,12,Cc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
ZULYEK,52.2,1.3527,299.2,3945,5.8,[O-][N+](=O)c1ccc(cc1)c1c(C)[nH]c2c1cccc2
ZUVQEO,-303.7,1.4129,265.5,4878,9.2,C[C@@H]1Oc2cccc(c2c2c(O[C@H]1C)cccc2[N+](=O)[O-])[N+](=O)[O-]
ZUXRAN,372.4,1.3447,262.4,4295,6.9,N#Cc1cnn(c1c1ccccc1[N+](=O)[O-])c1ccccc1
ZZZFKK01,240.5,1.2983,297,4156,6.3,N#C/C(=C\c1ccc(cc1)N(C)C)/c1ccc(cc1)[N+](=O)[O-]
ZZZFYW01,33.2,1.573,244.8,6488,17.5,[O-][N+](=O)c1ccccc1[N+](=O)[O-]
ZZZGVU01,-29.6,1.5107,270.1,6039,14.7,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])C
ZZZJIQ02,-23.2,1.3625,284.6,5052,9.6,Nc1ccc(c(c1)[N+](=O)[O-])C
ZZZJPA01,59.4,1.447,274.7,4960,9.7,[O-][N+](=O)c1ccccc1c1ccccc1[N+](=O)[O-]
ZZZLYS01,-368.4,1.7934,315.6,7158,23.1,Oc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
ZZZMUC01,-13.7,1.6547,250.1,7091,21.6,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
ZZZQSC01,-13.9,1.5477,259.8,6164,15.6,Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZZZTLC01,20.3,1.6349,175.8,7581,24.5,[O-][N+](=O)N1CCN(CC1)[N+](=O)[O-]
